Customer_ID,Join_Date,Plan_Type,MRR,Support_Tickets_Per_Month,Feature_Usage_Score,Tenure_Months,Churned
CUST-3365,2024-06-27,Enterprise (Annual),25000,0,10.9,1,1
CUST-3366,2025-10-10,Startup (Monthly),5000,0,67.5,1,1
CUST-3367,2023-12-27,Enterprise (Annual),25000,0,59.7,24,0
CUST-3368,2025-09-01,Startup (Monthly),5000,0,20.5,4,0
CUST-3369,2023-02-21,Startup (Monthly),5000,0,38.5,9,1
CUST-3370,2024-10-20,Enterprise (Annual),25000,1,51.9,7,1
CUST-3371,2025-08-07,Startup (Monthly),5000,2,71.0,4,0
CUST-3372,2023-05-24,Startup (Monthly),5000,2,75.4,11,1
CUST-3373,2023-09-05,Startup (Monthly),5000,0,57.6,2,1
CUST-3374,2025-07-03,Startup (Monthly),5000,1,80.2,6,0
CUST-3375,2025-07-16,Enterprise (Annual),25000,1,51.0,5,0
CUST-3376,2023-03-17,Enterprise (Annual),25000,1,68.6,34,0
CUST-3377,2025-06-22,Enterprise (Annual),25000,1,56.0,6,0
CUST-3378,2024-05-01,Startup (Monthly),5000,3,73.9,13,1
CUST-3379,2023-12-27,Startup (Monthly),5000,2,64.2,4,1
CUST-3380,2023-10-15,Enterprise (Annual),25000,1,44.8,16,1
CUST-3381,2023-02-10,Enterprise (Annual),25000,1,45.1,35,0
CUST-3382,2024-09-30,Startup (Monthly),5000,0,50.6,2,1
CUST-3383,2025-03-01,Enterprise (Annual),25000,1,19.9,4,1
CUST-3384,2024-07-17,Startup (Monthly),5000,2,33.6,17,0
CUST-3385,2024-11-26,Startup (Monthly),5000,2,82.7,13,0
CUST-3386,2025-10-26,Enterprise (Annual),25000,1,57.5,2,0
CUST-3387,2023-02-18,Startup (Monthly),5000,0,56.9,5,1
CUST-3388,2025-06-26,Startup (Monthly),5000,1,30.5,6,0
CUST-3389,2025-11-24,Enterprise (Annual),25000,3,72.4,1,0
CUST-3390,2024-09-22,Enterprise (Annual),25000,1,26.3,15,0
CUST-3391,2023-05-13,Startup (Monthly),5000,0,73.5,1,1
CUST-3392,2025-02-12,Startup (Monthly),5000,0,54.3,5,1
CUST-3393,2023-10-29,Startup (Monthly),5000,2,46.3,17,1
CUST-3394,2023-04-07,Startup (Monthly),5000,1,29.8,10,1
CUST-3395,2023-05-26,Startup (Monthly),5000,1,76.9,12,1
CUST-3396,2023-01-06,Startup (Monthly),5000,3,58.6,2,1
CUST-3397,2024-08-19,Startup (Monthly),5000,1,60.1,1,1
CUST-3398,2024-12-19,Enterprise (Annual),25000,3,76.0,12,0
CUST-3399,2024-02-26,Enterprise (Annual),25000,2,71.4,7,1
CUST-3400,2024-08-20,Startup (Monthly),5000,2,80.8,4,1
CUST-3401,2023-06-21,Enterprise (Annual),25000,5,62.4,7,1
CUST-3402,2023-05-18,Enterprise (Annual),25000,2,100.0,15,1
CUST-3403,2024-07-16,Enterprise (Annual),25000,2,74.9,12,1
CUST-3404,2025-03-11,Startup (Monthly),5000,1,56.8,1,1
CUST-3405,2024-09-04,Startup (Monthly),5000,1,58.1,10,1
CUST-3406,2023-04-11,Startup (Monthly),5000,1,96.6,33,0
CUST-3407,2025-08-03,Startup (Monthly),5000,2,66.4,5,0
CUST-3408,2023-01-19,Startup (Monthly),5000,5,50.4,2,1
CUST-3409,2023-02-13,Startup (Monthly),5000,2,81.3,28,1
CUST-3410,2023-12-16,Enterprise (Annual),25000,2,36.1,4,1
CUST-3411,2024-05-13,Enterprise (Annual),25000,3,30.9,19,0
CUST-3412,2025-05-02,Enterprise (Annual),25000,4,88.8,8,0
CUST-3413,2024-03-19,Startup (Monthly),5000,1,62.0,5,1
CUST-3414,2023-11-19,Startup (Monthly),5000,0,62.3,13,1
CUST-3415,2025-12-09,Enterprise (Annual),25000,4,58.4,1,0
CUST-3416,2024-06-16,Enterprise (Annual),25000,1,73.5,18,0
CUST-3417,2023-11-26,Startup (Monthly),5000,1,67.2,20,1
CUST-3418,2024-12-27,Startup (Monthly),5000,3,88.7,2,1
CUST-3419,2023-06-10,Enterprise (Annual),25000,2,77.4,31,0
CUST-3420,2025-01-24,Startup (Monthly),5000,1,43.5,11,0
CUST-3421,2023-10-23,Enterprise (Annual),25000,2,88.3,26,0
CUST-3422,2023-12-21,Startup (Monthly),5000,5,80.9,5,1
CUST-3423,2025-02-18,Enterprise (Annual),25000,3,63.7,10,0
CUST-3424,2025-04-08,Enterprise (Annual),25000,0,50.8,8,0
CUST-3425,2024-11-01,Startup (Monthly),5000,1,70.3,14,0
CUST-3426,2025-10-10,Startup (Monthly),5000,0,70.5,2,0
CUST-3427,2025-06-08,Startup (Monthly),5000,0,100.0,6,0
CUST-3428,2023-11-10,Startup (Monthly),5000,4,69.8,9,1
CUST-3429,2024-09-01,Startup (Monthly),5000,0,57.0,16,0
CUST-3430,2025-10-13,Startup (Monthly),5000,1,58.3,2,0
CUST-3431,2025-06-07,Startup (Monthly),5000,1,18.3,5,1
CUST-3432,2023-10-19,Startup (Monthly),5000,3,43.8,17,1
CUST-3433,2025-11-06,Startup (Monthly),5000,3,58.3,1,0
CUST-3434,2024-09-03,Startup (Monthly),5000,3,62.4,11,1
CUST-3435,2023-12-19,Enterprise (Annual),25000,1,51.8,7,1
CUST-3436,2023-07-16,Enterprise (Annual),25000,4,82.8,2,1
CUST-3437,2024-08-24,Startup (Monthly),5000,1,53.9,16,0
CUST-3438,2023-03-19,Enterprise (Annual),25000,2,63.6,33,0
CUST-3439,2025-09-22,Startup (Monthly),5000,1,89.3,3,0
CUST-3440,2024-11-29,Startup (Monthly),5000,3,57.0,2,1
CUST-3441,2023-10-14,Startup (Monthly),5000,0,74.0,11,1
CUST-3442,2025-05-22,Enterprise (Annual),25000,2,51.4,7,0
CUST-3443,2023-01-21,Startup (Monthly),5000,4,26.6,1,1
CUST-3444,2023-10-25,Startup (Monthly),5000,0,56.0,4,1
CUST-3445,2025-11-02,Enterprise (Annual),25000,1,100.0,2,0
CUST-3446,2025-05-05,Startup (Monthly),5000,2,74.4,8,0
CUST-3447,2025-11-05,Startup (Monthly),5000,1,100.0,1,0
CUST-3448,2024-11-27,Startup (Monthly),5000,0,62.6,10,1
CUST-3449,2023-07-02,Enterprise (Annual),25000,1,64.7,30,0
CUST-3450,2023-02-27,Enterprise (Annual),25000,2,68.4,34,0
CUST-3451,2023-12-14,Enterprise (Annual),25000,1,45.2,24,0
CUST-3452,2024-05-06,Startup (Monthly),5000,0,72.9,7,1
CUST-3453,2025-10-05,Startup (Monthly),5000,3,78.4,2,0
CUST-3454,2025-02-04,Startup (Monthly),5000,1,76.0,11,0
CUST-3455,2024-05-18,Startup (Monthly),5000,5,52.2,5,1
CUST-3456,2024-05-15,Startup (Monthly),5000,2,74.2,6,1
CUST-3457,2024-07-08,Startup (Monthly),5000,4,83.0,3,1
CUST-3458,2024-06-15,Enterprise (Annual),25000,1,74.9,18,0
CUST-3459,2024-11-16,Startup (Monthly),5000,3,69.9,10,1
CUST-3460,2023-04-22,Startup (Monthly),5000,1,33.6,22,1
CUST-3461,2023-04-01,Startup (Monthly),5000,2,41.5,7,1
CUST-3462,2025-03-08,Enterprise (Annual),25000,2,46.9,9,0
CUST-3463,2024-12-24,Enterprise (Annual),25000,3,53.5,12,0
CUST-3464,2025-01-20,Startup (Monthly),5000,3,75.7,4,1
CUST-3465,2024-09-19,Startup (Monthly),5000,7,58.5,2,1
CUST-3466,2024-07-23,Startup (Monthly),5000,2,67.4,2,1
CUST-3467,2025-02-06,Enterprise (Annual),25000,2,1.9,3,1
CUST-3468,2024-09-23,Startup (Monthly),5000,1,70.9,15,0
CUST-3469,2025-11-13,Enterprise (Annual),25000,2,63.7,1,0
CUST-3470,2024-08-25,Startup (Monthly),5000,1,40.6,1,1
CUST-3471,2024-07-20,Enterprise (Annual),25000,1,61.9,17,0
CUST-3472,2025-10-21,Startup (Monthly),5000,4,42.2,2,0
CUST-3473,2023-11-03,Enterprise (Annual),25000,2,100.0,26,0
CUST-3474,2024-01-03,Enterprise (Annual),25000,2,57.6,24,0
CUST-3475,2023-05-31,Enterprise (Annual),25000,0,90.1,1,1
CUST-3476,2025-09-19,Startup (Monthly),5000,0,75.8,3,0
CUST-3477,2023-12-28,Startup (Monthly),5000,1,61.4,24,0
CUST-3478,2024-12-16,Startup (Monthly),5000,1,39.5,12,0
CUST-3479,2023-09-04,Enterprise (Annual),25000,2,56.1,28,0
CUST-3480,2023-08-16,Startup (Monthly),5000,3,78.4,2,1
CUST-3481,2023-04-11,Startup (Monthly),5000,1,43.5,8,1
CUST-3482,2025-07-18,Startup (Monthly),5000,3,62.9,5,0
CUST-3483,2025-09-16,Enterprise (Annual),25000,4,43.2,3,0
CUST-3484,2023-12-05,Startup (Monthly),5000,3,52.4,8,1
CUST-3485,2023-12-09,Startup (Monthly),5000,1,75.9,25,0
CUST-3486,2023-01-11,Startup (Monthly),5000,1,86.8,4,1
CUST-3487,2023-01-02,Startup (Monthly),5000,1,58.4,36,0
CUST-3488,2023-11-26,Enterprise (Annual),25000,0,35.9,25,0
CUST-3489,2024-08-15,Startup (Monthly),5000,2,43.7,4,1
CUST-3490,2023-07-26,Enterprise (Annual),25000,0,68.7,29,0
CUST-3491,2025-12-11,Startup (Monthly),5000,1,63.2,1,0
CUST-3492,2023-02-24,Startup (Monthly),5000,3,41.6,22,1
CUST-3493,2025-02-03,Startup (Monthly),5000,2,29.4,3,1
CUST-3494,2023-08-05,Startup (Monthly),5000,5,96.7,6,1
CUST-3495,2024-04-17,Startup (Monthly),5000,1,76.3,2,1
CUST-3496,2025-05-27,Startup (Monthly),5000,1,100.0,7,0
CUST-3497,2025-09-14,Enterprise (Annual),25000,4,77.0,3,0
CUST-3498,2024-12-26,Startup (Monthly),5000,0,55.7,4,1
CUST-3499,2025-01-09,Startup (Monthly),5000,0,56.7,11,0
CUST-3500,2025-02-22,Startup (Monthly),5000,3,53.2,10,0
CUST-3501,2025-03-29,Startup (Monthly),5000,0,84.9,9,0
CUST-3502,2025-07-13,Startup (Monthly),5000,2,70.2,2,1
CUST-3503,2025-11-06,Enterprise (Annual),25000,4,66.5,1,0
CUST-3504,2025-11-02,Enterprise (Annual),25000,1,94.8,2,0
CUST-3505,2025-11-03,Startup (Monthly),5000,4,58.7,1,0
CUST-3506,2025-11-22,Startup (Monthly),5000,0,61.2,1,0
CUST-3507,2024-12-23,Startup (Monthly),5000,0,95.2,1,1
CUST-3508,2023-04-01,Enterprise (Annual),25000,3,35.0,33,0
CUST-3509,2024-03-25,Enterprise (Annual),25000,3,91.2,21,0
CUST-3510,2024-04-30,Startup (Monthly),5000,2,47.0,8,1
CUST-3511,2025-06-19,Startup (Monthly),5000,2,35.7,6,0
CUST-3512,2023-08-13,Enterprise (Annual),25000,2,58.5,29,0
CUST-3513,2025-11-26,Enterprise (Annual),25000,0,63.0,1,0
CUST-3514,2023-08-30,Startup (Monthly),5000,3,56.9,2,1
CUST-3515,2023-01-26,Startup (Monthly),5000,3,99.3,1,1
CUST-3516,2023-02-17,Startup (Monthly),5000,1,62.7,2,1
CUST-3517,2023-01-16,Startup (Monthly),5000,1,58.2,30,1
CUST-3518,2025-05-13,Enterprise (Annual),25000,4,66.1,7,0
CUST-3519,2025-12-09,Startup (Monthly),5000,3,42.9,1,0
CUST-3520,2023-08-09,Startup (Monthly),5000,0,82.2,1,1
CUST-3521,2025-09-26,Startup (Monthly),5000,1,8.4,3,0
CUST-3522,2025-12-15,Enterprise (Annual),25000,3,47.5,1,0
CUST-3523,2024-10-23,Enterprise (Annual),25000,3,58.6,14,0
CUST-3524,2023-09-04,Startup (Monthly),5000,2,45.3,20,1
CUST-3525,2023-10-12,Startup (Monthly),5000,3,64.9,2,1
CUST-3526,2024-02-17,Enterprise (Annual),25000,3,100.0,2,1
CUST-3527,2024-11-24,Startup (Monthly),5000,0,86.9,2,1
CUST-3528,2023-11-28,Startup (Monthly),5000,4,82.3,6,1
CUST-3529,2025-03-01,Enterprise (Annual),25000,3,72.4,10,0
CUST-3530,2023-06-15,Startup (Monthly),5000,3,24.7,2,1
CUST-3531,2025-07-12,Startup (Monthly),5000,6,78.7,5,1
CUST-3532,2024-05-22,Startup (Monthly),5000,5,42.2,1,1
CUST-3533,2023-12-22,Startup (Monthly),5000,0,68.9,22,1
CUST-3534,2024-12-26,Startup (Monthly),5000,3,69.5,3,1
CUST-3535,2024-02-17,Startup (Monthly),5000,5,64.8,3,1
CUST-3536,2025-09-27,Enterprise (Annual),25000,0,58.0,3,0
CUST-3537,2023-02-13,Startup (Monthly),5000,2,79.1,21,1
CUST-3538,2024-04-12,Startup (Monthly),5000,4,32.5,4,1
CUST-3539,2025-11-05,Startup (Monthly),5000,1,37.3,1,0
CUST-3540,2023-05-30,Startup (Monthly),5000,4,93.3,23,1
CUST-3541,2025-02-15,Enterprise (Annual),25000,1,60.5,6,1
CUST-3542,2025-01-15,Enterprise (Annual),25000,2,45.3,11,0
CUST-3543,2024-03-18,Startup (Monthly),5000,3,62.8,5,1
CUST-3544,2024-05-27,Startup (Monthly),5000,4,52.8,7,1
CUST-3545,2024-09-10,Enterprise (Annual),25000,2,45.2,15,0
CUST-3546,2023-11-30,Startup (Monthly),5000,3,91.3,25,0
CUST-3547,2025-03-23,Startup (Monthly),5000,7,70.4,7,1
CUST-3548,2023-05-19,Enterprise (Annual),25000,2,37.8,31,0
CUST-3549,2024-01-09,Startup (Monthly),5000,1,44.0,7,1
CUST-3550,2024-09-01,Startup (Monthly),5000,1,83.4,8,1
CUST-3551,2024-03-08,Startup (Monthly),5000,0,68.0,5,1
CUST-3552,2025-05-03,Startup (Monthly),5000,0,66.1,4,1
CUST-3553,2024-05-23,Startup (Monthly),5000,2,62.3,2,1
CUST-3554,2024-12-23,Startup (Monthly),5000,3,64.7,12,0
CUST-3555,2024-07-31,Enterprise (Annual),25000,5,54.3,1,1
CUST-3556,2023-08-01,Startup (Monthly),5000,3,46.6,4,1
CUST-3557,2024-02-25,Startup (Monthly),5000,0,68.8,7,1
CUST-3558,2024-12-21,Enterprise (Annual),25000,5,90.0,3,1
CUST-3559,2025-12-17,Startup (Monthly),5000,1,68.9,1,0
CUST-3560,2023-05-30,Startup (Monthly),5000,1,65.7,31,0
CUST-3561,2023-01-07,Enterprise (Annual),25000,0,80.0,36,0
CUST-3562,2023-03-30,Enterprise (Annual),25000,3,67.4,15,1
CUST-3563,2025-12-26,Startup (Monthly),5000,3,32.6,1,0
CUST-3564,2025-05-06,Startup (Monthly),5000,2,73.6,8,1
CUST-3565,2024-10-21,Startup (Monthly),5000,1,37.4,14,0
CUST-3566,2025-06-15,Startup (Monthly),5000,0,35.2,1,1
CUST-3567,2025-07-07,Startup (Monthly),5000,3,61.3,5,0
CUST-3568,2024-10-17,Startup (Monthly),5000,2,53.0,5,1
CUST-3569,2023-07-23,Startup (Monthly),5000,2,45.8,6,1
CUST-3570,2024-12-13,Enterprise (Annual),25000,0,56.6,12,0
CUST-3571,2025-01-06,Enterprise (Annual),25000,1,84.0,12,0
CUST-3572,2023-12-30,Startup (Monthly),5000,3,50.6,7,1
CUST-3573,2023-09-22,Startup (Monthly),5000,4,54.6,13,1
CUST-3574,2023-12-19,Startup (Monthly),5000,2,45.0,2,1
CUST-3575,2023-12-10,Enterprise (Annual),25000,3,86.5,15,1
CUST-3576,2023-11-02,Startup (Monthly),5000,2,44.5,11,1
CUST-3577,2025-10-05,Startup (Monthly),5000,0,71.9,2,0
CUST-3578,2023-10-07,Startup (Monthly),5000,2,43.9,9,1
CUST-3579,2023-03-06,Enterprise (Annual),25000,2,35.9,34,0
CUST-3580,2024-06-01,Enterprise (Annual),25000,1,28.1,9,1
CUST-3581,2023-02-16,Startup (Monthly),5000,0,64.7,1,1
CUST-3582,2023-10-13,Startup (Monthly),5000,0,63.8,20,1
CUST-3583,2025-02-22,Enterprise (Annual),25000,3,33.6,10,0
CUST-3584,2025-07-28,Startup (Monthly),5000,3,52.7,5,0
CUST-3585,2024-09-26,Enterprise (Annual),25000,6,66.5,9,1
CUST-3586,2023-01-22,Startup (Monthly),5000,2,70.1,20,1
CUST-3587,2023-08-13,Startup (Monthly),5000,2,36.8,7,1
CUST-3588,2025-07-06,Enterprise (Annual),25000,2,41.2,5,0
CUST-3589,2025-02-07,Startup (Monthly),5000,0,25.3,1,1
CUST-3590,2023-06-08,Startup (Monthly),5000,2,54.4,8,1
CUST-3591,2023-01-23,Startup (Monthly),5000,2,31.1,19,1
CUST-3592,2023-07-01,Enterprise (Annual),25000,3,99.2,30,0
CUST-3593,2023-10-23,Startup (Monthly),5000,0,90.5,23,1
CUST-3594,2024-01-24,Startup (Monthly),5000,2,73.3,11,1
CUST-3595,2024-03-04,Startup (Monthly),5000,2,83.2,4,1
CUST-3596,2024-12-11,Startup (Monthly),5000,2,64.8,12,0
CUST-3597,2024-01-25,Startup (Monthly),5000,1,52.4,12,1
CUST-3598,2023-07-24,Startup (Monthly),5000,1,66.8,9,1
CUST-3599,2025-12-08,Startup (Monthly),5000,1,74.0,1,0
CUST-3600,2023-05-14,Startup (Monthly),5000,2,38.6,6,1
CUST-3601,2024-05-16,Enterprise (Annual),25000,4,80.2,19,0
CUST-3602,2025-10-04,Startup (Monthly),5000,1,72.3,2,0
CUST-3603,2023-03-29,Startup (Monthly),5000,2,29.2,5,1
CUST-3604,2023-06-07,Enterprise (Annual),25000,1,30.3,31,0
CUST-3605,2023-09-27,Startup (Monthly),5000,3,45.4,12,1
CUST-3606,2024-02-14,Startup (Monthly),5000,0,62.9,6,1
CUST-3607,2024-07-14,Startup (Monthly),5000,4,56.6,13,1
CUST-3608,2023-07-30,Startup (Monthly),5000,3,92.3,2,1
CUST-3609,2024-01-11,Startup (Monthly),5000,0,66.3,23,1
CUST-3610,2024-07-10,Enterprise (Annual),25000,1,85.6,9,1
CUST-3611,2023-01-28,Startup (Monthly),5000,2,100.0,2,1
CUST-3612,2025-09-18,Startup (Monthly),5000,4,78.8,3,0
CUST-3613,2024-08-13,Startup (Monthly),5000,1,75.9,3,1
CUST-3614,2024-09-27,Startup (Monthly),5000,2,71.9,14,1
CUST-3615,2024-12-23,Startup (Monthly),5000,0,57.4,4,1
CUST-3616,2024-07-30,Startup (Monthly),5000,0,66.5,2,1
CUST-3617,2024-04-03,Enterprise (Annual),25000,4,47.9,21,0
CUST-3618,2023-12-27,Enterprise (Annual),25000,3,73.5,24,0
CUST-3619,2024-12-26,Startup (Monthly),5000,1,78.7,12,0
CUST-3620,2024-12-24,Startup (Monthly),5000,1,68.3,12,0
CUST-3621,2025-09-28,Startup (Monthly),5000,2,65.5,3,0
CUST-3622,2025-07-21,Startup (Monthly),5000,0,40.0,5,0
CUST-3623,2024-01-24,Startup (Monthly),5000,4,96.6,23,0
CUST-3624,2024-05-23,Startup (Monthly),5000,1,100.0,14,1
CUST-3625,2023-01-17,Startup (Monthly),5000,2,17.4,1,1
CUST-3626,2025-11-13,Startup (Monthly),5000,2,68.3,1,0
CUST-3627,2024-01-31,Startup (Monthly),5000,5,79.8,6,1
CUST-3628,2024-07-13,Startup (Monthly),5000,4,69.0,3,1
CUST-3629,2024-03-17,Startup (Monthly),5000,4,72.2,21,0
CUST-3630,2025-01-27,Startup (Monthly),5000,1,54.9,11,0
CUST-3631,2025-09-07,Startup (Monthly),5000,1,60.3,3,0
CUST-3632,2024-04-28,Startup (Monthly),5000,3,84.1,12,1
CUST-3633,2025-01-27,Enterprise (Annual),25000,3,68.3,11,0
CUST-3634,2024-10-14,Startup (Monthly),5000,3,47.6,14,0
CUST-3635,2023-01-28,Startup (Monthly),5000,1,65.6,18,1
CUST-3636,2025-09-12,Startup (Monthly),5000,1,71.1,3,0
CUST-3637,2023-07-21,Startup (Monthly),5000,1,64.9,4,1
CUST-3638,2025-08-25,Enterprise (Annual),25000,3,45.7,1,1
CUST-3639,2024-05-28,Enterprise (Annual),25000,0,49.8,1,1
CUST-3640,2025-08-21,Startup (Monthly),5000,3,83.9,4,0
CUST-3641,2023-06-15,Enterprise (Annual),25000,3,67.6,3,1
CUST-3642,2023-03-05,Enterprise (Annual),25000,2,54.9,34,0
CUST-3643,2023-08-17,Startup (Monthly),5000,1,58.6,28,0
CUST-3644,2025-05-11,Startup (Monthly),5000,1,11.6,7,0
CUST-3645,2024-04-10,Startup (Monthly),5000,2,63.3,20,1
CUST-3646,2025-01-19,Startup (Monthly),5000,1,60.3,3,1
CUST-3647,2023-05-12,Startup (Monthly),5000,1,61.8,4,1
CUST-3648,2024-01-28,Startup (Monthly),5000,4,55.7,23,0
CUST-3649,2024-02-12,Startup (Monthly),5000,2,52.6,22,0
CUST-3650,2025-09-14,Startup (Monthly),5000,3,87.7,3,0
CUST-3651,2025-02-01,Startup (Monthly),5000,1,40.7,11,0
CUST-3652,2025-06-16,Startup (Monthly),5000,1,40.8,6,0
CUST-3653,2024-07-05,Enterprise (Annual),25000,2,51.7,18,0
CUST-3654,2024-09-12,Startup (Monthly),5000,2,79.9,9,1
CUST-3655,2024-11-09,Enterprise (Annual),25000,2,79.9,13,0
CUST-3656,2023-09-20,Startup (Monthly),5000,2,52.1,1,1
CUST-3657,2024-04-10,Enterprise (Annual),25000,1,56.9,21,0
CUST-3658,2025-05-12,Startup (Monthly),5000,1,69.9,1,1
CUST-3659,2023-03-04,Startup (Monthly),5000,0,38.1,3,1
CUST-3660,2023-08-14,Enterprise (Annual),25000,2,55.6,29,0
CUST-3661,2023-03-06,Enterprise (Annual),25000,0,37.6,34,0
CUST-3662,2023-03-10,Startup (Monthly),5000,5,52.6,1,1
CUST-3663,2024-05-25,Enterprise (Annual),25000,1,40.0,9,1
CUST-3664,2023-04-22,Enterprise (Annual),25000,1,37.8,2,1
CUST-3665,2025-06-12,Startup (Monthly),5000,0,36.1,6,0
CUST-3666,2023-08-15,Enterprise (Annual),25000,0,29.8,2,1
CUST-3667,2024-07-24,Startup (Monthly),5000,1,30.5,17,1
CUST-3668,2024-08-23,Startup (Monthly),5000,2,45.0,16,0
CUST-3669,2024-05-10,Startup (Monthly),5000,1,75.8,6,1
CUST-3670,2023-12-01,Startup (Monthly),5000,2,79.4,13,1
CUST-3671,2023-09-10,Enterprise (Annual),25000,1,78.9,28,0
CUST-3672,2024-03-25,Startup (Monthly),5000,2,96.7,21,0
CUST-3673,2025-04-10,Enterprise (Annual),25000,1,58.1,8,0
CUST-3674,2023-03-30,Startup (Monthly),5000,2,50.4,2,1
CUST-3675,2023-11-12,Startup (Monthly),5000,3,70.6,5,1
CUST-3676,2025-05-09,Startup (Monthly),5000,3,80.1,7,0
CUST-3677,2024-07-27,Enterprise (Annual),25000,3,35.8,10,1
CUST-3678,2023-08-02,Enterprise (Annual),25000,4,45.3,2,1
CUST-3679,2025-09-06,Enterprise (Annual),25000,1,90.2,3,0
CUST-3680,2023-09-19,Startup (Monthly),5000,1,98.2,10,1
CUST-3681,2023-04-27,Startup (Monthly),5000,1,62.9,19,1
CUST-3682,2024-04-16,Startup (Monthly),5000,1,40.9,20,0
CUST-3683,2024-02-01,Startup (Monthly),5000,3,23.1,2,1
CUST-3684,2023-09-15,Startup (Monthly),5000,1,12.8,3,1
CUST-3685,2025-11-12,Enterprise (Annual),25000,1,45.2,1,0
CUST-3686,2025-06-06,Enterprise (Annual),25000,6,37.1,3,1
CUST-3687,2024-03-23,Startup (Monthly),5000,0,59.2,4,1
CUST-3688,2023-01-06,Enterprise (Annual),25000,1,5.9,2,1
CUST-3689,2023-12-26,Startup (Monthly),5000,4,56.0,3,1
CUST-3690,2023-09-24,Startup (Monthly),5000,2,98.8,27,0
CUST-3691,2023-10-11,Startup (Monthly),5000,2,48.4,5,1
CUST-3692,2024-09-04,Enterprise (Annual),25000,3,73.6,10,1
CUST-3693,2025-12-16,Enterprise (Annual),25000,1,38.9,1,0
CUST-3694,2024-03-14,Startup (Monthly),5000,2,100.0,5,1
CUST-3695,2023-08-31,Enterprise (Annual),25000,1,25.9,12,1
CUST-3696,2025-09-20,Startup (Monthly),5000,2,51.3,3,0
CUST-3697,2023-08-22,Startup (Monthly),5000,1,62.6,1,1
CUST-3698,2024-03-15,Enterprise (Annual),25000,4,74.1,21,0
CUST-3699,2025-05-18,Startup (Monthly),5000,2,100.0,7,0
CUST-3700,2025-06-07,Startup (Monthly),5000,2,77.7,6,0
CUST-3701,2025-08-26,Startup (Monthly),5000,2,60.4,2,1
CUST-3702,2023-12-10,Startup (Monthly),5000,0,61.5,19,1
CUST-3703,2024-05-20,Startup (Monthly),5000,1,50.3,19,0
CUST-3704,2025-04-18,Startup (Monthly),5000,3,82.1,8,0
CUST-3705,2023-10-26,Startup (Monthly),5000,4,65.8,14,1
CUST-3706,2024-08-14,Startup (Monthly),5000,1,55.0,6,1
CUST-3707,2023-06-10,Enterprise (Annual),25000,1,67.1,31,0
CUST-3708,2025-05-10,Enterprise (Annual),25000,2,27.7,1,1
CUST-3709,2025-05-28,Startup (Monthly),5000,1,59.3,7,0
CUST-3710,2025-07-19,Startup (Monthly),5000,4,72.0,1,1
CUST-3711,2023-07-17,Startup (Monthly),5000,2,65.3,29,0
CUST-3712,2025-09-20,Startup (Monthly),5000,3,64.3,3,0
CUST-3713,2023-10-08,Startup (Monthly),5000,1,94.7,15,1
CUST-3714,2024-06-30,Startup (Monthly),5000,2,90.4,8,1
CUST-3715,2024-08-24,Enterprise (Annual),25000,0,69.0,16,0
CUST-3716,2024-03-22,Startup (Monthly),5000,1,81.0,7,1
CUST-3717,2023-10-03,Startup (Monthly),5000,2,51.8,5,1
CUST-3718,2025-08-14,Startup (Monthly),5000,2,100.0,4,0
CUST-3719,2025-10-21,Enterprise (Annual),25000,4,44.0,2,0
CUST-3720,2025-02-07,Enterprise (Annual),25000,2,53.4,10,0
CUST-3721,2025-08-19,Startup (Monthly),5000,2,59.3,4,0
CUST-3722,2024-11-04,Startup (Monthly),5000,3,60.5,14,0
CUST-3723,2024-04-08,Startup (Monthly),5000,0,32.8,5,1
CUST-3724,2025-07-02,Startup (Monthly),5000,2,54.2,6,0
CUST-3725,2024-01-03,Enterprise (Annual),25000,3,16.2,14,1
CUST-3726,2023-05-16,Startup (Monthly),5000,2,45.6,7,1
CUST-3727,2025-10-11,Startup (Monthly),5000,3,22.7,1,1
CUST-3728,2025-06-29,Startup (Monthly),5000,3,100.0,6,0
CUST-3729,2023-04-12,Startup (Monthly),5000,2,56.2,9,1
CUST-3730,2025-01-26,Startup (Monthly),5000,1,50.4,11,0
CUST-3731,2023-01-17,Startup (Monthly),5000,0,36.1,5,1
CUST-3732,2023-04-16,Startup (Monthly),5000,0,43.5,9,1
CUST-3733,2025-09-18,Startup (Monthly),5000,2,100.0,3,1
CUST-3734,2023-11-22,Startup (Monthly),5000,4,67.2,25,0
CUST-3735,2024-04-07,Startup (Monthly),5000,2,41.1,3,1
CUST-3736,2024-08-17,Enterprise (Annual),25000,2,40.0,16,0
CUST-3737,2025-03-11,Startup (Monthly),5000,4,21.5,7,1
CUST-3738,2024-05-31,Startup (Monthly),5000,3,38.7,19,0
CUST-3739,2025-10-05,Startup (Monthly),5000,1,55.3,2,0
CUST-3740,2025-06-29,Startup (Monthly),5000,1,59.7,2,1
CUST-3741,2023-01-27,Startup (Monthly),5000,5,34.8,4,1
CUST-3742,2025-11-12,Startup (Monthly),5000,1,34.4,1,0
CUST-3743,2024-10-08,Startup (Monthly),5000,0,53.0,1,1
CUST-3744,2025-09-09,Startup (Monthly),5000,2,38.4,3,1
CUST-3745,2024-03-31,Enterprise (Annual),25000,1,32.8,13,1
CUST-3746,2023-10-19,Enterprise (Annual),25000,1,82.3,26,0
CUST-3747,2023-02-28,Startup (Monthly),5000,0,42.9,2,1
